Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
I Waited Too Long,LaVern Baker,Blues Ballads, 1956,152653,3,0.415,0.325,2,-9.618,1,0.0426,0.767,0,0.299,0.495,175.334,10
I Cried a Tear,LaVern Baker,Blues Ballads, 1958,155853,3,0.348,0.179,9,-13.394,1,0.0315,0.93,0.0016,0.0992,0.547,169.232,23
Love Me Right,LaVern Baker,Blues Ballads, 1959,114946,4,0.523,0.482,1,-6.862,1,0.0447,0.703,0,0.179,0.785,146.057,44
How Can You Leave a Man Like This?,LaVern Baker,LaVern Baker, 1958,157213,4,0.654,0.597,8,-7.567,1,0.0497,0.816,0,0.152,0.904,181.54,8
Play It Fair,LaVern Baker,LaVern Baker, 1957,178960,4,0.58,0.205,5,-10.114,1,0.0315,0.853,0,0.172,0.528,77.592,8
Bop-Ting-A-Ling,LaVern Baker,LaVern Baker, 1956,185506,4,0.576,0.289,5,-10.669,1,0.0748,0.84,0,0.543,0.891,76.703,16
Jim Dandy,LaVern Baker,LaVern Baker, 1956,130946,4,0.626,0.768,1,-7.925,1,0.197,0.763,0,0.384,0.912,171.459,36
Tweedle Dee,LaVern Baker,LaVern Baker, 1955,184960,4,0.758,0.504,1,-11.366,1,0.0452,0.664,0,0.316,0.828,80.847,45
You're the Boss,LaVern Baker,Presenting LaVern Baker, 1960,141652,4,0.602,0.387,1,-9.571,1,0.0486,0.674,4.62E-05,0.0796,0.759,111.169,26
Saved,LaVern Baker,Saved, 1960,174733,4,0.608,0.6,10,-12.372,1,0.0527,0.575,0,0.437,0.932,145.735,22
Running With The Night - Single Version,Lionel Richie,Back To Front, 1983,249666,4,0.767,0.6,9,-9.865,0,0.0374,0.0709,2.25E-05,0.39,0.734,120.191,38
All Night Long - Single Version,Lionel Richie,Back To Front, 1983,260493,4,0.744,0.583,1,-12.595,1,0.0429,0.153,7.81E-05,0.0248,0.852,108.792,58
Penny Lover,Lionel Richie,Can't Slow Down, 1984,335173,4,0.712,0.381,8,-14.293,1,0.0276,0.205,5.42E-06,0.0364,0.667,98.222,37
Hello,Lionel Richie,Can't Slow Down, 1984,251106,4,0.487,0.246,9,-14.104,0,0.0376,0.414,0,0.0983,0.0562,61.084,57
Stuck On You,Lionel Richie,Can't Slow Down, 1984,195133,4,0.522,0.346,5,-15.462,1,0.0297,0.258,0,0.114,0.27,131.692,58
Dancing On The Ceiling,Lionel Richie,Dancing On The Ceiling (Expanded Edition), 1986,270720,4,0.698,0.774,0,-8.642,1,0.048,0.12,2.26E-06,0.394,0.731,133.197,66
"Say You, Say Me",Lionel Richie,Dancing On The Ceiling (Expanded Edition), 1985,241066,4,0.636,0.405,8,-11.113,1,0.0287,0.355,0,0.0804,0.257,128.068,70
Endless Love,Lionel Richie,Endless Love (Soundtrack), 1981,266360,4,0.477,0.293,10,-11.562,1,0.0249,0.592,0.00211,0.144,0.174,93.542,45
Truly,Lionel Richie,Lionel Richie, 1982,200506,4,0.366,0.238,1,-13.853,1,0.038,0.646,1E-05,0.0876,0.131,68.377,61
Easy,Lionel Richie,Tuskegee, 1984,270560,4,0.52,0.389,10,-9.267,0,0.0295,0.756,0.000101,0.25,0.268,132.992,41
"Good Golly, Miss Molly",Little Richard,Directly From My Heart: The Best Of The Specialty & Vee-Jay Years, 1958,128226,4,0.583,0.903,7,-7.306,1,0.0571,0.651,0.00214,0.194,0.894,164.585,34
The Girl Can't Help It,Little Richard,Good Golly!, 1956,150200,4,0.616,0.515,0,-11.366,1,0.131,0.616,0,0.0902,0.88,174.697,40
Keep A-Knockin',Little Richard,Good Golly!, 1957,136000,4,0.402,0.821,8,-13.315,1,0.323,0.0126,0.000527,0.0649,0.963,172.402,45
"Jenny, Jenny",Little Richard,Here's Little Richard (Deluxe Edition), 1957,121946,4,0.698,0.694,5,-7.063,1,0.0537,0.664,0,0.244,0.839,88.709,34
Rip It Up,Little Richard,Here's Little Richard (Deluxe Edition), 1956,141400,4,0.895,0.636,5,-6.043,1,0.06,0.672,3.31E-06,0.0207,0.967,95.922,54
Long Tall Sally (The Thing),Little Richard,Here's Little Richard (Deluxe Edition), 1956,127426,4,0.474,0.608,5,-5.139,1,0.0825,0.755,0,0.0928,0.888,184.694,63
Tutti Frutti,Little Richard,Here's Little Richard (Deluxe Edition), 1955,144226,4,0.555,0.658,5,-3.866,1,0.0541,0.793,0,0.118,0.937,184.835,64
Lucille,Little Richard,The Essential Little Richard, 1957,143733,4,0.684,0.858,6,-9.165,1,0.046,0.336,0.000429,0.18,0.943,145.049,36
Bama Lama Bama Loo,Little Richard,The Very Best Of... Little Richard, 1956,133013,4,0.493,0.851,5,-6.145,1,0.0596,0.564,0,0.327,0.961,153.577,21
Home At Last,Little Willie John,28 Big Ones, 1958,166320,4,0.576,0.338,3,-11.06,1,0.0457,0.817,4.58E-06,0.125,0.676,112.734,4
The Very Thought Of You,Little Willie John,28 Big Ones, 1958,139693,4,0.35,0.424,10,-11.472,1,0.0319,0.226,0.0316,0.154,0.441,87.841,5
Sleep,Little Willie John,28 Big Ones, 1958,175053,4,0.369,0.522,8,-12.733,1,0.0342,0.407,0.000109,0.134,0.769,93.863,9
Suffering With The Blues,Little Willie John,Fever, 1958,154053,3,0.315,0.341,5,-8.472,1,0.0319,0.77,6.88E-05,0.119,0.231,84.82,9
"Talk To Me, Talk To Me",Little Willie John,Fever, 1958,164480,3,0.26,0.573,7,-9.139,0,0.0365,0.506,0.0745,0.215,0.379,111.794,18
Fever,Little Willie John,Fever, 1956,164680,4,0.689,0.357,5,-7.051,0,0.0466,0.751,2.51E-06,0.0818,0.535,63.456,39
Need Your Love So Bad,Little Willie John,Fever, 1956,136920,3,0.597,0.313,1,-10.66,1,0.0397,0.837,3.75E-05,0.105,0.536,106.933,42
Leave My Kitten Alone,Little Willie John,In Action!, 1958,153739,4,0.503,0.637,8,-9.673,1,0.0333,0.648,3.7E-05,0.304,0.933,104.095,17
Groovy People,Lou Rawls,All Things In Time, 1976,198266,4,0.637,0.783,10,-8.76,0,0.0527,0.25,3.8E-06,0.568,0.78,135.303,30
You'll Never Find Another Love Like Mine,Lou Rawls,All Things In Time, 1976,266200,4,0.691,0.718,2,-8.457,1,0.0317,0.148,4.81E-05,0.108,0.934,110.623,62
Dead End Street,Lou Rawls,Legendary Lou Rawls, 1967,240640,4,0.694,0.566,7,-10.841,1,0.069,0.617,0,0.0421,0.799,118.428,26
Love Is A Hurtin' Thing,Lou Rawls,Legendary Lou Rawls, 1966,134426,4,0.409,0.433,3,-10.693,1,0.0309,0.468,1.53E-05,0.0863,0.74,182.452,34
Let Me Be Good to You,Lou Rawls,Let Me Be Good to You, 1977,325853,4,0.781,0.663,0,-10.136,0,0.0311,0.317,9.06E-05,0.0683,0.921,118.516,27
A Natural Man,Lou Rawls,Natural Man / Classic Lou, 1971,221960,4,0.765,0.63,7,-7.883,0,0.0406,0.716,3.12E-06,0.0889,0.893,111.982,37
See You When I Git There,Lou Rawls,The Essential Lou Rawls, 1977,265360,4,0.695,0.696,0,-7.87,1,0.0549,0.181,4.56E-05,0.443,0.861,123.813,40
Lady Love,Lou Rawls,"When You Hear Lou, You've Heard It All", 1978,242386,4,0.657,0.673,0,-7.685,1,0.0573,0.372,0.000991,0.049,0.789,90.328,50
Beans And Cornbread,Louis Jordan,At The Swing Cat's Ball, 1949,169306,4,0.804,0.368,7,-8.871,1,0.0413,0.823,0,0.177,0.712,109.624,24
Is You Is Or Is You Ain't (My Baby),Louis Jordan,Five Guys Named Moe, 1944,163733,4,0.804,0.128,8,-16.452,1,0.0733,0.877,7.53E-06,0.173,0.61,139.059,27
Run Joe,Louis Jordan,Let The Good Times Roll: The Anthology 1938 - 1953, 1949,202493,4,0.866,0.362,10,-13.897,1,0.115,0.862,0,0.15,0.957,100.604,18
Saturday Night Fish Fry - Pts. 1 & 2,Louis Jordan,Let The Good Times Roll: The Anthology 1938 - 1953, 1950,334360,4,0.669,0.356,8,-12.874,1,0.0553,0.471,0,0.744,0.88,176.071,26
Caldonia - Single Version,Louis Jordan,Let The Good Times Roll: The Anthology 1938 - 1953, 1945,161266,4,0.518,0.356,0,-11.742,1,0.085,0.828,0.000173,0.0841,0.948,167.665,30
Ain't Nobody Here but Us Chickens,Louis Jordan,Louis Jordan & His Tympany Five: Choo Choo Ch'Boogie, 1946,185346,4,0.731,0.368,2,-12.894,0,0.0465,0.815,0,0.0979,0.852,150.958,24
Choo Choo Ch'Boogie,Louis Jordan,Somebody Up There Digs Me, 1946,137026,4,0.518,0.944,2,-6.993,0,0.219,0.843,0,0.331,0.698,185.282,27
Knock Me A Kiss - Single Version,Louis Jordan,The Best Of Louis Jordan, 1949,168000,4,0.82,0.289,0,-9.793,0,0.0947,0.824,0,0.108,0.491,115.787,20
Let The Good Times Roll,Louis Jordan,The Best Of Louis Jordan, 1946,167226,4,0.705,0.401,9,-9.506,0,0.0475,0.812,0,0.319,0.649,104.956,40
Any Love,Luther Vandross,Any Love, 1981,302533,4,0.691,0.648,5,-7.381,0,0.0281,0.488,0,0.0814,0.707,92.854,40
Dance With My Father,Luther Vandross,Dance With My Father, 2003,266000,4,0.739,0.341,10,-9.971,1,0.0378,0.525,1.1E-06,0.072,0.231,80.958,59
So Amazing,Luther Vandross,Give Me The Reason, 1986,222546,4,0.625,0.312,6,-14.797,1,0.0334,0.655,0.000181,0.287,0.319,128.575,53
A House Is Not a Home,Luther Vandross,Never Too Much, 1981,427693,4,0.374,0.236,5,-15.565,1,0.0317,0.665,0.000177,0.247,0.0772,105.898,52
Never Too Much,Luther Vandross,Never Too Much, 1981,230466,4,0.734,0.586,2,-11.866,1,0.129,0.125,0,0.0367,0.762,109.933,73
Endless Love (with Mariah Carey),Luther Vandross,Songs, 1994,259665,4,0.413,0.477,10,-7.748,1,0.0264,0.747,2.39E-06,0.122,0.241,95.958,62
Here and Now,Luther Vandross,The Best of Luther Vandross The Best of Love, 1989,323000,4,0.571,0.285,7,-14.453,1,0.027,0.528,0,0.0853,0.244,74.967,54
Superstar,Luther Vandross,The Essential Luther Vandross, 1983,338533,4,0.378,0.269,11,-13.271,1,0.0294,0.383,7.97E-06,0.132,0.129,115.682,44
My All,Mariah Carey,Butterfly, 1998,230933,4,0.607,0.317,7,-10.244,0,0.029,0.732,4.53E-05,0.086,0.111,108.122,66
One Sweet Day,Mariah Carey,Daydream, 1995,281066,4,0.568,0.495,1,-8.964,1,0.0299,0.353,0,0.0839,0.303,128.234,68
Always Be My Baby,Mariah Carey,Daydream, 1995,258133,4,0.65,0.531,4,-8.335,1,0.0364,0.457,0,0.249,0.487,78.946,73
Fantasy,Mariah Carey,Daydream, 1995,243493,4,0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,75
Touch My Body,Mariah Carey,E=MC2 (Deluxe Version), 2008,204733,4,0.714,0.665,4,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,71
Emotions,Mariah Carey,Emotions, 1991,248093,4,0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,61
Vision of Love,Mariah Carey,Mariah Carey, 1990,209293,3,0.256,0.464,5,-10.959,1,0.0382,0.433,0,0.121,0.355,205.362,56
Hero,Mariah Carey,Music Box, 1993,257920,4,0.533,0.272,9,-12.9,1,0.031,0.667,0,0.111,0.133,120.02,69
We Belong Together,Mariah Carey,The Emancipation of Mimi, 2005,201400,4,0.833,0.467,0,-7.89,1,0.0619,0.0339,0,0.09,0.767,139.971,70
Come And Get These Memories,Martha Reeves & The Vandellas,Come And Get These Memories, 1963,143666,4,0.532,0.664,3,-7.293,1,0.0447,0.653,1.14E-06,0.208,0.848,127.007,31
Nowhere To Run,Martha Reeves & The Vandellas,Dance Party, 1965,181640,4,0.606,0.815,2,-9.377,0,0.0485,0.104,0.00566,0.0515,0.877,129.34,60
Dancing In The Street,Martha Reeves & The Vandellas,Dance Party, 1964,165226,4,0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,64
Quicksand,Martha Reeves & The Vandellas,Heat Wave, 1963,162773,4,0.651,0.632,2,-9.21,0,0.0622,0.101,0.0401,0.116,0.853,172.21,29
(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,Heat Wave, 1963,163053,4,0.514,0.624,0,-9.287,0,0.0842,0.513,0.00517,0.307,0.755,166.726,60
My Baby Loves Me - Single Version / Mono,Martha Reeves & The Vandellas,The Ultimate Collection: Martha Reeves & The Vandellas, 1964,186200,4,0.483,0.744,10,-2.706,1,0.031,0.577,1.29E-06,0.264,0.745,104.292,26
I'm Ready For Love,Martha Reeves & The Vandellas,Watchout!, 1966,171533,4,0.672,0.693,5,-8.127,0,0.0389,0.686,0,0.0968,0.844,95.431,30
Jimmy Mack,Martha Reeves & The Vandellas,Watchout!, 1967,163733,4,0.701,0.517,2,-7.951,1,0.0357,0.765,0,0.385,0.688,127.401,51
Got To Give It Up - Pt. 1,Marvin Gaye,Every Great Motown Hit Of Marvin Gaye, 1977,255133,4,0.854,0.847,2,-9.019,1,0.042,0.232,0.000569,0.345,0.89,122.644,65
How Sweet It Is (To Be Loved By You),Marvin Gaye,How Sweet It Is To Be Loved By You, 1964,177773,4,0.653,0.49,0,-10.106,1,0.0408,0.323,4.35E-06,0.0832,0.963,110.206,60
I Heard It Through The Grapevine,Marvin Gaye,In The Groove, 1968,194293,4,0.711,0.362,3,-10.851,0,0.0381,0.272,0,0.127,0.616,117.287,73
Let's Get It On,Marvin Gaye,Let's Get It On (Deluxe Edition), 1973,293767,4,0.502,0.769,3,-4.946,1,0.0882,0.137,2E-06,0.0592,0.594,167.238,50
Sexual Healing,Marvin Gaye,Midnight Love, 1982,238600,4,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,71
Ain't No Mountain High Enough,Marvin Gaye,United, 1967,151666,4,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.797,129.987,83
Inner City Blues (Make Me Wanna Holler),Marvin Gaye,What's Going On, 1971,327706,4,0.63,0.455,1,-13.667,1,0.0322,0.792,0.132,0.133,0.645,94.08,58
Mercy Mercy Me (The Ecology),Marvin Gaye,What's Going On, 1971,193573,4,0.498,0.634,6,-12.16,0,0.0475,0.328,0.748,0.0962,0.515,93.161,68
What's Going On,Marvin Gaye,What's Going On, 1971,233000,4,0.283,0.716,1,-9.632,0,0.0986,0.447,0,0.399,0.828,201.96,69
Ain't Nothing Like The Real Thing,Marvin Gaye,You're All I Need, 1968,138533,4,0.606,0.52,8,-11.312,1,0.036,0.0356,0.000628,0.354,0.765,93.449,55
Just Fine,Mary J. Blige,Growing Pains, 2007,242133,4,0.923,0.795,11,-3.61,0,0.117,0.0394,0.000565,0.101,0.588,123.021,60
Mary Jane (All Night Long),Mary J. Blige,My Life, 1997,279240,4,0.784,0.298,5,-9.549,0,0.0543,0.127,3.27E-05,0.0678,0.845,87.172,62
No More Drama,Mary J. Blige,No More Drama, 2001,326240,4,0.654,0.836,6,-6.818,0,0.126,0.536,7.23E-05,0.0784,0.634,97.911,52
Family Affair,Mary J. Blige,No More Drama, 2001,265866,4,0.911,0.551,8,-3.75,0,0.045,0.133,4.35E-05,0.0863,0.969,92.887,78
Not Gon' Cry,Mary J. Blige,Share My World, 1996,294266,4,0.758,0.424,2,-8.935,0,0.0468,0.664,0,0.095,0.455,110.087,51
Everything,Mary J. Blige,Share My World, 2009,299026,4,0.586,0.572,5,-7.523,0,0.0398,0.137,0,0.57,0.563,81.893,57
I Can Love You,Mary J. Blige,Share My World, 1997,286400,4,0.635,0.614,7,-7.165,1,0.197,0.0179,0.000201,0.415,0.736,174.213,61
Be Without You - Kendu Mix,Mary J. Blige,The Breakthrough, 2006,246333,4,0.726,0.701,2,-5.881,0,0.0999,0.0708,0,0.262,0.673,146.575,65
Real Love,Mary J. Blige,What's The 411?, 1992,269973,4,0.769,0.781,0,-5.472,1,0.0797,0.12,0.00037,0.0506,0.826,95.021,62
Man in the Mirror - 2012 Remaster,Michael Jackson,Bad 25th Anniversary, 1988,318680,4,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91E-05,0.134,0.269,100.331,66
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,Bad 25th Anniversary, 1987,298120,4,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5E-05,0.144,0.54,114.472,70
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad 25th Anniversary, 1988,257760,4,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,74
Black or White,Michael Jackson,Dangerous, 1991,254933,4,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,68
Remember the Time,Michael Jackson,Dangerous, 1992,239226,4,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,73
Bad,Michael Jackson,Number Ones, 1987,246240,4,0.807,0.883,8,-4.376,1,0.0445,0.00798,0.207,0.0529,0.355,114.133,57
Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall, 1979,365466,4,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,74
Thriller,Michael Jackson,Thriller 25 Super Deluxe Edition, 1982,357266,4,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.000187,0.914,0.813,118.459,68
Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition, 1983,258040,4,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92E-06,0.197,0.918,138.827,74
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition, 1983,293826,4,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,78
Candy Girl,New Edition,Candy Girl, 1983,235373,4,0.839,0.623,1,-13.712,1,0.108,0.346,0.0138,0.314,0.668,103.799,50
Boys To Men,New Edition,Heart Break, 1984,250400,4,0.619,0.443,1,-14.66,1,0.0374,0.463,2.29E-06,0.133,0.76,82.497,49
If It Isn't Love,New Edition,Heart Break, 1988,309840,4,0.588,0.856,5,-12.418,0,0.0377,0.0913,2.59E-05,0.365,0.78,97.969,58
Can You Stand The Rain,New Edition,Heart Break, 1989,297706,4,0.614,0.37,8,-15.198,1,0.0353,0.678,0.00261,0.143,0.746,143.314,64
Hit Me Off,New Edition,Home Again, 1996,261399,4,0.72,0.719,7,-4.571,0,0.0882,0.185,0.000128,0.522,0.899,88.987,49
Cool It Now,New Edition,New Edition, 1984,347666,4,0.871,0.532,10,-13.335,0,0.0677,0.126,0.00819,0.321,0.74,116.574,53
Mr. Telephone Man,New Edition,New Edition, 1984,239160,4,0.727,0.45,2,-13.32,1,0.0291,0.127,0,0.0544,0.895,94.039,63
Fire,Ohio Players,Fire, 1974,276333,4,0.639,0.75,5,-11.794,1,0.0557,0.324,0.0335,0.282,0.851,107.174,51
Fopp - Single Version,Ohio Players,Honey, 1975,234506,4,0.445,0.676,5,-9.41,1,0.164,0.045,0,0.0572,0.911,182.507,28
Sweet Sticky Thing,Ohio Players,Honey, 1975,372733,4,0.532,0.582,1,-12.297,0,0.0631,0.201,0.0139,0.087,0.669,90.82,40
Love Rollercoaster,Ohio Players,Honey, 1975,290160,4,0.613,0.82,0,-10.175,1,0.0737,0.181,1.45E-06,0.049,0.465,115.125,57
Pain,Ohio Players,Pain, 1974,374336,4,0.515,0.705,0,-9.687,1,0.078,0.0838,0.000245,0.0853,0.616,98.921,24
Jive Turkey,Ohio Players,Skin Tight, 1974,429466,4,0.782,0.563,0,-11.933,1,0.0474,0.0324,0.0273,0.0792,0.88,138.795,25
Skin Tight,Ohio Players,Skin Tight, 1974,474266,4,0.828,0.611,7,-12.749,1,0.0393,0.0399,0.0116,0.104,0.835,110.169,36
Heaven Must Be Like This,Ohio Players,Skin Tight, 1974,438133,4,0.462,0.429,0,-12.616,1,0.0323,0.0405,0.00486,0.256,0.514,140.268,38
Fa-Fa-Fa-Fa-Fa (Sad Song),Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul, 1966,166093,4,0.751,0.364,10,-11.987,1,0.0308,0.468,0.00418,0.186,0.882,97.972,41
Try a Little Tenderness,Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul, 1966,201733,4,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26E-05,0.258,0.068,102.938,63
Knock on Wood,Otis Redding,King & Queen, 1966,172760,4,0.75,0.384,4,-12.143,1,0.0537,0.0395,3.46E-05,0.121,0.894,124.641,39
I've Been Loving You Too Long,Otis Redding,Otis Blue: Otis Redding Sings Soul (Collector's Edition), 1965,181666,3,0.499,0.246,9,-12.806,1,0.0325,0.7,0.00227,0.0965,0.152,148.482,59
Security,Otis Redding,Pain in My Heart, 1968,157960,4,0.755,0.433,0,-10.3,1,0.0438,0.255,0.00694,0.23,0.832,115.044,36
Pain in My Heart,Otis Redding,Pain in My Heart, 1964,143600,3,0.476,0.227,10,-13.947,1,0.0389,0.666,0.000397,0.115,0.651,164.179,55
(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay (Mono), 1968,163755,4,0.768,0.367,2,-11.226,1,0.0315,0.683,1.79E-05,0.081,0.532,103.621,82
Come to Me,Otis Redding,The Great Otis Redding Sings Soul Ballads, 1962,167906,3,0.464,0.233,10,-14.399,1,0.0432,0.84,4.62E-06,0.145,0.562,176.22,35
Mr. Pitiful,Otis Redding,The Very Best of Otis Redding, 1964,162159,4,0.806,0.489,0,-12.898,1,0.104,0.0544,2.88E-05,0.0696,0.899,123.754,35
Respect,Otis Redding,The Very Best of Otis Redding, 1965,131426,4,0.707,0.732,2,-8.44,1,0.0433,0.204,3.95E-05,0.0357,0.963,117.063,35
Chocolate City,Parliament,Chocolate City, 1975,336426,4,0.795,0.509,9,-8.135,0,0.0999,0.398,2.71E-05,0.0815,0.833,109.339,27
Dr. Funkenstein,Parliament,Clones Of Dr. Funkenstein, 1976,346066,4,0.606,0.55,7,-16.9,1,0.513,0.274,0.000206,0.0854,0.649,167.393,31
Cosmic Slop,Parliament,Cosmic Slop, 1973,320383,4,0.556,0.688,1,-8.336,0,0.0544,0.0505,0.000622,0.119,0.508,98.961,33
Flash Light,Parliament,Funkentelechy Vs. The Placebo Syndrome, 1977,346666,4,0.702,0.735,7,-10.458,0,0.0465,0.243,0.117,0.474,0.687,105.177,56
Knee Deep - Deep As A Mutha Funker Remix,Parliament,Greatest Funkin' Hits, 1979,263973,4,0.817,0.646,6,-6.763,0,0.094,0.0315,1.71E-05,0.0871,0.49,114.122,43
Give Up The Funk (Tear The Roof Off The Sucker),Parliament,Mothership Connection, 1976,348066,4,0.717,0.665,9,-9.503,1,0.0523,0.0659,0,0.326,0.774,105.693,58
Aqua Boogie (A Psychoalphadiscobetabioaquadoloop),Parliament,"The 12"" Collection And More", 1978,565826,4,0.682,0.686,0,-8.921,1,0.0924,0.0688,7.68E-05,0.0601,0.69,105.568,16
One Nation Under a Groove,Parliament,Young Soul Rebels (Original Soundtrack) [Digitally Remastered], 1978,449640,4,0.788,0.852,4,-8.157,0,0.0419,0.416,0.00116,0.288,0.869,122.375,40
"Love, Need and Want You",Patti LaBelle,Beautiful Ballads, 1980,300226,4,0.571,0.509,4,-8.649,1,0.0569,0.855,1.25E-06,0.477,0.483,150.718,42
Lady Marmalade,Patti LaBelle,Best Of Patti Labelle, 1974,235266,4,0.571,0.654,2,-11.034,0,0.0501,0.551,0,0.0599,0.947,117.955,53
If Only You Knew,Patti LaBelle,I'm In Love Again, 1983,285333,4,0.555,0.272,4,-14.986,1,0.0411,0.853,0.00156,0.0748,0.169,133.159,46
Somewhere Over The Rainbow - Live,Patti LaBelle,Live! One Night Only, 1990,312666,4,0.205,0.487,0,-9.145,1,0.0432,0.692,0.000174,0.88,0.184,165.153,14
You Are My Friend,Patti LaBelle,Love Songs, 1985,276560,4,0.431,0.522,5,-7.73,0,0.0361,0.286,0.00048,0.102,0.355,129.959,27
When You've Been Blessed (Feels Like Heaven),Patti LaBelle,Patti LaBelle's Greatest Hits, 1989,239160,3,0.641,0.479,0,-9.586,1,0.0254,0.212,0.00347,0.104,0.346,101.97,17
On My Own - Single Version,Patti LaBelle,Patti LaBelle's Greatest Hits, 1986,283440,4,0.618,0.534,7,-8.229,0,0.0275,0.342,0.000263,0.0745,0.469,92.509,44
New Attitude,Patti LaBelle,Patti LaBelle's Greatest Hits, 1984,251160,4,0.81,0.722,11,-7.101,0,0.0429,0.0877,0.000885,0.529,0.963,138.011,45
"Stir It Up - From ""Beverly Hills Cop"" Soundtrack",Patti LaBelle,Patti LaBelle's Greatest Hits, 1984,218826,4,0.745,0.789,11,-6.916,0,0.0406,0.0823,0.0023,0.0583,0.811,104.63,49
Turn It Out,Patti LaBelle,"To Wong Foo, Thanks For Everything, Julie Newmar", 1988,294200,4,0.747,0.868,0,-9.911,1,0.057,0.00754,0.00228,0.077,0.853,128.028,17
1999 - 2019 Remaster,Prince,1999, 1982,373747,4,0.864,0.826,10,-5.496,1,0.0814,0.23,2.36E-06,0.0663,0.596,118.955,56
Raspberry Beret,Prince,Around The World In A Day, 1985,215173,4,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0684,0.91,120.75,64
Batdance,Prince,Batman, 1989,373733,4,0.594,0.702,1,-9.894,1,0.0842,0.168,0.109,0.142,0.466,135.406,45
Cream,Prince,Diamonds and Pearls, 1991,253066,4,0.861,0.604,5,-8.44,0,0.0719,0.0974,0.366,0.0467,0.853,115.589,46
Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon, 1986,226240,4,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,73
When Doves Cry,Prince,Purple Rain, 1984,354133,4,0.729,0.989,9,-4.613,0,0.049,0.0102,4.43E-05,0.443,0.841,126.468,68
Purple Rain,Prince,Purple Rain, 1984,521866,4,0.373,0.452,10,-10.417,1,0.0321,0.0354,0.00227,0.689,0.179,113.212,73
